,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,Quarter
681,680,20160907,Simplilearn,Education,Online Certification programs,Bangalore,InnoVen Capital India,Private Equity,"6,000,000",NA,16,2016-Qtr3
682,681,20160907,Prozo,eCommerce,Study Material Marketplace,Gurgaon,"Earlsfield Capital, Sailender Solanki, Rajiv Solanki",Seed Funding,"315,000",NA,16,2016-Qtr3
683,682,20160908,TopRankers,Education,Online Test Preparation platform,Bangalore,"CareerNet Consulting Pvt. Ltd, Ideation Initiative Pvt. Ltd,",Seed Funding,"670,000",NA,16,2016-Qtr3
684,683,20160908,BuildTraders,eCommerce,Online Construction Materials Marketplace,Bangalore,Idein Ventures,Seed Funding,"200,000",NA,16,2016-Qtr3
685,684,20160909,Byju’s,Education,Online Learning App,Bangalore,"Chan Zuckerberg Initiative, Times Internet Ltd, Sequoia Capital, Sofina, Lightspeed Ventures",Private Equity,"50,000,000",NA,16,2016-Qtr3
686,685,20160909,NoBroker,Consumer Internet,Online Home Rental platform,Bangalore,Anand Chandrasekaran,Seed Funding,NA,NA,16,2016-Qtr3
687,686,20160910,Freshboxx,eCommerce,Fruits & vegetable eTailer,Hubli,Ravi Linganuri,Seed Funding,NA,NA,16,2016-Qtr3
688,687,20160910,CureInstant,Consumer Internet,Social Health Networking Platform,New Delhi,Dr. Rameshwar Kumar,Seed Funding,"150,000",NA,16,2016-Qtr3
689,688,20160910,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,"havya Sharma, Amit Nagar",Seed Funding,"450,000",NA,16,2016-Qtr3
690,689,20160910,KarmaCircles,Consumer Internet,Peer-to-peer Social Learning platform,New Delhi,"Harinder Takhar, Zain Raj, Dr. Prasad Kaipa, Abaran Deep, Aseem Sood, Mustafa Patni",Seed Funding,NA,NA,16,2016-Qtr3
691,690,20160912,Purple Style Labs,Consumer Internet,Personal Styling Online platform,Mumbai,"Augment Ventures, Rahul Kayan, Nikhil Golcha, Shubham Gupta, Roy Kwan",Seed Funding,"448,000",NA,16,2016-Qtr3
692,691,20160912,Inuxu,Technology,Online Advertising Solutions,Pune,Fork Media,Private Equity,"3,000,000",NA,16,2016-Qtr3
693,692,20160912,Nykaa,eCommerce,Online Beauty products eTailer,Mumbai,"Sunil Munjal, Mariwala family",Private Equity,"12,300,000",NA,16,2016-Qtr3
694,693,20160912,Glam Studios,Consumer Internet,Beauty Salon Aggregator,Noida,"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",Seed Funding,"300,000",NA,16,2016-Qtr3
695,694,20160913,Findow,Consumer Internet,Fashion Discovery Mobile app,Bangalore,Raj Singh Bhandal,Seed Funding,NA,NA,16,2016-Qtr3
696,695,20160913,IdeaChakki,Consumer Internet,Restaurant Menu & Food mobile app,Delhi,Ratan Tata,Seed Funding,NA,NA,16,2016-Qtr3
697,696,20160913,ShoeKonnect,eCommerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Funding,NA,NA,16,2016-Qtr3
698,697,20160913,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,"2,500,000",NA,16,2016-Qtr3
699,698,20160914,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Funding,NA,NA,16,2016-Qtr3
700,699,20160914,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Funding,"150,000",NA,16,2016-Qtr3
701,700,20160914,LensPick,eCommerce,eyewear eTailer,Bangalore,Scadea Solutions Inc,Private Equity,NA,NA,16,2016-Qtr3
702,701,20160915,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,"200,000",NA,16,2016-Qtr3
703,702,20160915,Furlenco,eCommerce,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,"5,000,000",NA,16,2016-Qtr3
704,703,20160915,GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,"1,500,000",NA,16,2016-Qtr3
705,704,20160916,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Funding,"100,000",NA,16,2016-Qtr3
706,705,20160916,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,"1,000,000",NA,16,2016-Qtr3
707,706,20160919,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Funding,"750,000",NA,16,2016-Qtr3
708,707,20160919,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Gray Matters Capital,Private Equity,NA,NA,16,2016-Qtr3
709,708,20160919,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Bessemer Venture Partners,Private Equity,"15,000,000",NA,16,2016-Qtr3
710,709,20160920,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Funding,NA,NA,16,2016-Qtr3
711,710,20160920,JustLikeNew,eCommerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Funding,"500,000",NA,16,2016-Qtr3
712,711,20160920,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Sumit Jain,Seed Funding,NA,NA,16,2016-Qtr3
713,712,20160921,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Funding,"1,000,000",NA,16,2016-Qtr3
714,713,20160921,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Funding,NA,NA,16,2016-Qtr3
715,714,20160921,Pepperfry,eCommerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,"31,300,000",NA,16,2016-Qtr3
716,715,20160921,eQuickies,eCommerce,Online Book etailer,Ahmedabad,Lothal Angel Ventures,Seed Funding,"298,000",NA,16,2016-Qtr3
717,716,20160921,Khel Now,Consumer Internet,Mobile-based social networking platform,New Delhi,Anglian Omega Network,Seed Funding,"350,000",NA,16,2016-Qtr3
718,717,20160922,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,Carpediem Capital,Private Equity,"6,000,000",NA,16,2016-Qtr3
719,718,20160922,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,NA,NA,16,2016-Qtr3
720,719,20160922,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Rebright Partners,Seed Funding,"425,000",NA,16,2016-Qtr3
721,720,20160922,HashTaag,Technology,Mobile App Development company,Bangalore,Undisclosed investors,Seed Funding,"1,000,000",NA,16,2016-Qtr3
722,721,20160922,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,"745,000",NA,16,2016-Qtr3
723,722,20160923,CloudCherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,"6,000,000",NA,16,2016-Qtr3
724,723,20160923,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Rohit MA,Seed Funding,NA,NA,16,2016-Qtr3
725,724,20160923,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Funding,NA,NA,16,2016-Qtr3
726,725,20160923,inMotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Funding,NA,NA,16,2016-Qtr3
727,726,20160926,Let’s Barter,Consumer Internet,Goods & Services Barter Platform,New Delhi,Scale Ventures Funds,Seed Funding,NA,NA,16,2016-Qtr3
728,727,20160926,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,NA,NA,16,2016-Qtr3
729,728,20160927,TinyStep,Consumer Internet,Parenting Network Platform,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,"1,580,000",NA,16,2016-Qtr3
730,729,20160927,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Funding,NA,NA,16,2016-Qtr3
731,730,20160928,Beardo,eCommerce,Mens Grooming products etailer,Ahmedabad,Venture Catalysts,Seed Funding,"500,000",NA,16,2016-Qtr3
732,731,20160928,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Funding,"1,000,000",NA,16,2016-Qtr3
733,732,20160928,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Funding,"1,000,000",NA,16,2016-Qtr3
734,733,20160928,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,"51,000,000",NA,16,2016-Qtr3
735,734,20160929,Promon,eCommerce,Local Commerce Platform,New Delhi,Now Capital,Seed Funding,"180,000",NA,16,2016-Qtr3
736,735,20160929,Fastudent,eCommerce,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Funding,NA,NA,16,2016-Qtr3
737,736,20160929,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,"1,500,000",NA,16,2016-Qtr3
738,737,20160930,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Funding,NA,NA,16,2016-Qtr3
739,738,20160930,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,"19,000,000",NA,16,2016-Qtr3
740,739,20160930,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Funding,NA,NA,16,2016-Qtr3
741,740,20160801,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,"12,000,000",NA,16,2016-Qtr3
742,741,20160801,Medinfi,Consumer Internet,Doctor & Clinic  Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,"200,000",NA,16,2016-Qtr3
743,742,20160801,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,"275,000",NA,16,2016-Qtr3
744,743,20160801,Voonik,eCommerce,Online Women’s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,"3,000,000",NA,16,2016-Qtr3
745,744,20160801,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,"2,500,000",NA,16,2016-Qtr3
746,745,20160802,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,"1,800,000",NA,16,2016-Qtr3
747,746,20160802,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,NA,NA,16,2016-Qtr3
748,747,20160802,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,"1,000,000",NA,16,2016-Qtr3
749,748,20160803,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,NA,NA,16,2016-Qtr3
750,749,20160803,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Funding,"225,000",NA,16,2016-Qtr3
751,750,20160803,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,"890,000",NA,16,2016-Qtr3
752,751,20160804,Petoo,Consumer Internet,Food Delivery Platform,Bangalore,Existing Investors,Seed Funding,"500,000",NA,16,2016-Qtr3
753,752,20160804,lehlehsports,Others,Sports Arena discovery,New Delhi,Anglian Omega Network,Seed Funding,NA,NA,16,2016-Qtr3
754,753,20160805,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,NA,NA,16,2016-Qtr3
755,754,20160806,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,"27,000",NA,16,2016-Qtr3
756,755,20160808,AdPushUp,Technology,Ad optimization Platform,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,NA,NA,16,2016-Qtr3
757,756,20160808,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,"40,000",NA,16,2016-Qtr3
758,757,20160808,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Funding,"445,000",NA,16,2016-Qtr3
759,758,20160808,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,"200,000",NA,16,2016-Qtr3
760,759,20160809,MobiDent,Healthcare,Dental Protection Solution,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,NA,NA,16,2016-Qtr3
761,760,20160809,Zeolr/RespirON,Technology,Healthcare related IoT platform,New Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,NA,NA,16,2016-Qtr3
762,761,20160810,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,"500,000",NA,16,2016-Qtr3
763,762,20160810,Bombay Shaving Company,eCommerce,Men’s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,"600,000",NA,16,2016-Qtr3
764,763,20160811,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,"7,000,000",NA,16,2016-Qtr3
765,764,20160811,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,NA,NA,16,2016-Qtr3
766,765,20160811,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,"209,000",NA,16,2016-Qtr3
767,766,20160811,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,"15,000,000",NA,16,2016-Qtr3
768,767,20160812,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,"1,500,000",NA,16,2016-Qtr3
769,768,20160812,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,"1,500,000",NA,16,2016-Qtr3
770,769,20160812,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,"15,600,000",NA,16,2016-Qtr3
771,770,20160812,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,"500,000",NA,16,2016-Qtr3
772,771,20160812,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,NA,NA,16,2016-Qtr3
773,772,20160815,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,NA,NA,16,2016-Qtr3
774,773,20160816,Zappfresh,ECommerce,Raw Meat Products eTailer,Gurgaon,Ashvin Chadha,Seed Funding,NA,NA,16,2016-Qtr3
775,774,20160816,OyoRooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,"62,000,000",NA,16,2016-Qtr3
776,775,20160816,Hike,Consumer Internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,"175,000,000",NA,16,2016-Qtr3
777,776,20160816,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,"500,000",NA,16,2016-Qtr3
778,777,20160816,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,"1,500,000",NA,16,2016-Qtr3
779,778,20160816,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,"250,000",NA,16,2016-Qtr3
780,779,20160816,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,NA,NA,16,2016-Qtr3
781,780,20160817,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,"375,000",NA,16,2016-Qtr3
782,781,20160817,ZiPi,Technology,Mobile Chatbot App,Bangalore,Swan Angel Network,Seed Funding,NA,NA,16,2016-Qtr3
783,782,20160817,Appknox,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,"675,000",NA,16,2016-Qtr3
784,783,20160817,Pikkol,Logistics,Packers & Movers,Bangalore,Indian Angel Network,Seed Funding,NA,NA,16,2016-Qtr3
785,784,20160818,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,NA,NA,16,2016-Qtr3
786,785,20160818,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,NA,NA,16,2016-Qtr3
787,786,20160819,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,"20,000,000",NA,16,2016-Qtr3
788,787,20160819,Digio,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,"375,000",NA,16,2016-Qtr3
789,788,20160819,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,NA,NA,16,2016-Qtr3
790,789,20160822,Zzungry,Consumer Internet,Food Delivery platform,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,NA,NA,16,2016-Qtr3
791,790,20160822,Puro Wellness,healthcare,"Organic,  Natural  Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,"37,000,000",NA,16,2016-Qtr3
792,791,20160822,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,NA,NA,16,2016-Qtr3
793,792,20160823,TAC Security,Technology,Cyber-Security Solutions Provider,New Delhi,Vijay Kedia,Seed Funding,NA,NA,16,2016-Qtr3
794,793,20160823,Notesgen,Consumer Internet,Online Notes Sharing Portal,New Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,"100,000",NA,16,2016-Qtr3
795,794,20160823,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,NA,NA,16,2016-Qtr3
796,795,20160823,Octo.ai,Technology,Artificial Intelligence based marketing platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,"200,000",NA,16,2016-Qtr3
797,796,20160824,ShaadiSaga,Consumer Internet,Wedding Website Creator,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,NA,NA,16,2016-Qtr3
798,797,20160824,UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,  Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,"1,000,000",NA,16,2016-Qtr3
799,798,20160824,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,"100,000",NA,16,2016-Qtr3
800,799,20160824,Guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Funding,"500,000",NA,16,2016-Qtr3
801,800,20160824,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurgaon,"Vineet Taneja, Kamal Puri",Seed Funding,NA,NA,16,2016-Qtr3
802,801,20160824,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,"500,000",NA,16,2016-Qtr3
